"","year","plot","func_grp","avg_block","block_sd"
"237",2015,"F5","Deciduous shrubs",0.283173333333333,0.0173122076389273
"238",2015,"F5","Evergreen shrubs",0.308546666666667,0.0946146845544249
"239",2015,"F5","Forb",0.0700266666666667,0.0581374383107248
"240",2015,"F5","Grass",0.0728666666666667,0.0248534290055383
"241",2015,"F5","Lichen",0.00727,0.00199404112294606
"242",2015,"F5","Litter",0.0595866666666667,0.0184771462443023
"243",2015,"F5","Moss",0.0160266666666667,0.00638878183485188
"244",2015,"F5","Sedge",0.178393333333333,0.014420323620964
"245",2016,"CT","Bare ground",0.00367916666666667,0.00162770608014264
"246",2016,"CT","Deciduous shrubs",0.216654166666667,0.0203469221157239
"247",2016,"CT","Evergreen shrubs",0.248583333333333,0.0555147029135826
"248",2016,"CT","Forb",0.0501041666666667,0.0183121131927294
"249",2016,"CT","Grass",0.0805875,0.0532498650233031
"250",2016,"CT","Lichen",0.0431125,0.014294934636087
"251",2016,"CT","Litter",0.0680291666666667,0.0179473027801766
"252",2016,"CT","Moss",0.101929166666667,0.0202239428545309
"253",2016,"CT","Sedge",0.186495833333333,0.0696973920482921
"254",2016,"F10","Bare ground",0.00215,NA
"255",2016,"F10","Deciduous shrubs",0.537066666666667,0.267080725546291
"256",2016,"F10","Evergreen shrubs",0.147629166666667,0.0940070786341823
"257",2016,"F10","Forb",0.0911583333333333,0.087216671941684
"258",2016,"F10","Grass",0.08685,0.0837208671344845
"259",2016,"F10","Lichen",0.001175,NA
"260",2016,"F10","Litter",0.06745,0.0240357253635084
"261",2016,"F10","Moss",0.0034,NA
"262",2016,"F10","Sedge",0.0590208333333333,0.0155922774020774
"263",2016,"F2","Deciduous shrubs",0.214533333333333,0.0141189607295769
"264",2016,"F2","Evergreen shrubs",0.321083333333333,0.0619739213466708
"265",2016,"F2","Forb",0.0703041666666667,0.0220514325403891
"266",2016,"F2","Grass",0.118083333333333,0.0944348687036909
"267",2016,"F2","Lichen",0.0456333333333333,0.0258774827713851
"268",2016,"F2","Litter",0.0526083333333333,0.00912870073358379
"269",2016,"F2","Moss",0.0408916666666667,0.015065452684315
"270",2016,"F2","Sedge",0.136479166666667,0.0416666258333133
"271",2016,"F2","Standing dead",0.0011625,NA
"272",2016,"F5","Deciduous shrubs",0.222491666666667,0.0534385399508944
"273",2016,"F5","Evergreen shrubs",0.2719125,0.0793188541583904
"274",2016,"F5","Forb",0.0758333333333333,0.0458319780102641
"275",2016,"F5","Grass",0.192295833333333,0.120615567204583
"276",2016,"F5","Lichen",0.00942083333333333,0.00704903953268339
"277",2016,"F5","Litter",0.07535,0.0180053290722497
"278",2016,"F5","Moss",0.00947083333333333,0.00836876944857088
"279",2016,"F5","Sedge",0.1368125,0.066346608805575
"280",2016,"F5","Standing dead",0.005675,0.000247487373415292
"281",2017,"CT","Bare ground",0.006393343,0.00061111456076674
"282",2017,"CT","Deciduous shrubs",0.226787698583333,0.0202610074913102
"283",2017,"CT","Evergreen shrubs",0.244296125458333,0.00771604389045015
"284",2017,"CT","Forb",0.040469383125,0.0246832869039476
"285",2017,"CT","Grass",0.0878501222916667,0.0511663706166864
"286",2017,"CT","Lichen",0.0560725628333333,0.0343617797227455
"287",2017,"CT","Litter",0.0553147750416667,0.0184433528110341
"288",2017,"CT","Moss",0.124266900041667,0.0685029981228038
"289",2017,"CT","Sedge",0.153642510291667,0.0482462686113267
"290",2017,"F10","Deciduous shrubs",0.379574217666667,0.0325208945484306
"291",2017,"F10","Evergreen shrubs",0.0693934148333333,0.0370481467338699
"292",2017,"F10","Forb",0.152955259375,0.090429342001806
"293",2017,"F10","Grass",0.253800035958333,0.153977393456596
"294",2017,"F10","Lichen",0.002232142875,NA
"295",2017,"F10","Litter",0.050220123875,0.000845077078908586
"296",2017,"F10","Moss",0.0061108425625,0.00186661809449086
"297",2017,"F10","Sedge",0.0443945545,0.0171895241940605
"298",2017,"F10","Standing dead",0.0077553760625,0.00285481785242198
"299",2017,"F2","Bare ground",0.001736111125,NA
"300",2017,"F2","Deciduous shrubs",0.23777451675,0.113582541225568
"301",2017,"F2","Evergreen shrubs",0.4209537795,0.0758445058114234
"302",2017,"F2","Forb",0.0813417941875,0.0497359184259073
"303",2017,"F2","Grass",0.0764872848125,0.0418290739099798
"304",2017,"F2","Lichen",0.0255029926875,0.0142462937784249
"305",2017,"F2","Litter",0.0508840015625,0.00341048056907798
"306",2017,"F2","Moss",0.0255993776875,0.00312048494118158
"307",2017,"F2","Sedge",0.07956354125,0.0508299170030414
"308",2017,"F5","Bare ground",0.001948071,NA
"309",2017,"F5","Deciduous shrubs",0.293388289125,0.0915004794602757
"310",2017,"F5","Evergreen shrubs",0.315606415375,0.110007308239737
"311",2017,"F5","Forb",0.07473165825,0.0674665314277245
"312",2017,"F5","Grass",0.102047731333333,0.0669404579314953
"313",2017,"F5","Lichen",0.0102910192916667,0.00418596185090969
"314",2017,"F5","Litter",0.06850473825,0.0142423897536146
"315",2017,"F5","Moss",0.00624327554166667,0.00370388228163319
"316",2017,"F5","Sedge",0.116390203291667,0.0362558002242523
"317",2018,"CT","Bare ground",0.002419354875,NA
"318",2018,"CT","Deciduous shrubs",0.256283678291667,0.0170145033082112
"319",2018,"CT","Evergreen shrubs",0.27177695975,0.025830295645029
"320",2018,"CT","Forb",0.0625757991666667,0.0397414962679584
"321",2018,"CT","Grass",0.0699503471666667,0.0322611894429694
"322",2018,"CT","Lichen",0.039844049625,0.0205651046582541
"323",2018,"CT","Litter",0.10397026225,0.0168320434847067
"324",2018,"CT","Moss",0.100127837041667,0.0173497734763008
"325",2018,"CT","Sedge",0.09070948125,0.0277471938518394
"326",2018,"CT","Standing dead",0.0059327010625,0.00260363496219151
"327",2018,"F10","Deciduous shrubs",0.424483163833333,0.0717776079231675
"328",2018,"F10","Evergreen shrubs",0.0579113177083333,0.0134334901848738
"329",2018,"F10","Forb",0.187848918583333,0.129558034344748
"330",2018,"F10","Grass",0.144705461291667,0.0269049061331659
"331",2018,"F10","Lichen",0.0015180924375,0.000396642621683481
"332",2018,"F10","Litter",0.107307961791667,0.0819519791671309
"333",2018,"F10","Moss",0.0022472561875,0.00137425628399346
"334",2018,"F10","Sedge",0.032073720875,0.0146701828153778
"335",2018,"F10","Standing dead",0.05385046375,0.0218565123750965
"336",2018,"F2","Deciduous shrubs",0.246595678375,0.0628369468261582
"337",2018,"F2","Evergreen shrubs",0.407034650333333,0.0465807543829582
"338",2018,"F2","Forb",0.1094971905,0.0509520716802541
"339",2018,"F2","Grass",0.08368289025,0.0232011856115044
"340",2018,"F2","Lichen",0.0172937617916667,0.0101513569892864
"341",2018,"F2","Litter",0.0661512453333333,0.0332812013502579
"342",2018,"F2","Moss",0.0285574620416667,0.01365077459025
"343",2018,"F2","Sedge",0.0398204772083333,0.0277931923845712
"344",2018,"F2","Standing dead",0.004099932375,NA
"345",2018,"F5","Bare ground",0.00110619475,NA
"346",2018,"F5","Deciduous shrubs",0.295443430041667,0.0243482445962726
"347",2018,"F5","Evergreen shrubs",0.312839287041667,0.120494388796418
"348",2018,"F5","Forb",0.0918562242916667,0.0747809333437089
"349",2018,"F5","Grass",0.102358339583333,0.0499827968833108
"350",2018,"F5","Lichen",0.00516481545833333,0.00308352213270774
"351",2018,"F5","Litter",0.0880189266666667,0.0298588460706003
"352",2018,"F5","Moss",0.006584733,0.00418825639747145
"353",2018,"F5","Sedge",0.0789257759166667,0.0277748027633235
"354",2018,"F5","Standing dead",0.0309519713125,0.0372226557753181
"355",2019,"CT","Bare ground",0.00846600170833333,0.00614857262735409
"356",2019,"CT","Deciduous shrubs",0.202575843041667,0.0333989142078814
"357",2019,"CT","Evergreen shrubs",0.230915747333333,0.0050541840645115
"358",2019,"CT","Forb",0.0391184305,0.0253745587116383
"359",2019,"CT","Grass",0.104003036916667,0.0564735957325521
"360",2019,"CT","Lichen",0.0350373361666667,0.0115881768353083
"361",2019,"CT","Litter",0.1145914745,0.0164878711126235
"362",2019,"CT","Moss",0.117219606833333,0.0204159859262277
"363",2019,"CT","Sedge",0.137856464791667,0.0458300367914096
"364",2019,"CT","Standing dead",0.00373765779166667,0.00279881370654378
"365",2019,"F10","Deciduous shrubs",0.503310410416667,0.0592070035404696
"366",2019,"F10","Evergreen shrubs",0.031608693375,0.00385441872156679
"367",2019,"F10","Forb",0.153773565458333,0.060605150762054
"368",2019,"F10","Grass",0.0866690750416667,0.0330157436309558
"369",2019,"F10","Litter",0.1262687135,0.0757488509401451
"370",2019,"F10","Moss",0.005941255,NA
"371",2019,"F10","Sedge",0.035541398375,0.0288062392261455
"372",2019,"F10","Standing dead",0.05967043475,0.0503134123445597
"373",2019,"F2","Bare ground",0.002293578,NA
"374",2019,"F2","Deciduous shrubs",0.185106192083333,0.0693656667285224
"375",2019,"F2","Evergreen shrubs",0.3258266725,0.0747792015489966
"376",2019,"F2","Forb",0.117530945708333,0.068587889430796
"377",2019,"F2","Grass",0.12685563025,0.0775624503045898
"378",2019,"F2","Lichen",0.016479524375,0.0149343227485345
"379",2019,"F2","Litter",0.0851362891666667,0.0298310765205062
"380",2019,"F2","Moss",0.034873018125,0.0243740282794235
"381",2019,"F2","Sedge",0.069478503,0.0305888122553549
"382",2019,"F2","Standing dead",0.010603856375,0.0103913500483224
"383",2019,"F5","Bare ground",0.0050509525625,0.00284215728228153
"384",2019,"F5","Deciduous shrubs",0.27685244825,0.06105175560657
"385",2019,"F5","Evergreen shrubs",0.238110932958333,0.122434756019003
"386",2019,"F5","Forb",0.100407318125,0.0953991350447431
"387",2019,"F5","Grass",0.127537518708333,0.0508118555410447
"388",2019,"F5","Lichen",0.005974571375,0.00478938219107045
"389",2019,"F5","Litter",0.113060506666667,0.0240227904144313
"390",2019,"F5","Moss",0.00715601216666667,0.00752040262556158
"391",2019,"F5","Sedge",0.0773322893333333,0.0386959865532757
"392",2019,"F5","Standing dead",0.0184960049375,0.0173455594173749
"393",2020,"CT","Bare ground",0.0103225806,NA
"394",2020,"CT","Deciduous shrubs",0.247311602066667,0.0263446086519878
"395",2020,"CT","Evergreen shrubs",0.231486606133333,0.0294387859113984
"396",2020,"CT","Forb",0.0519577256666667,0.0335315663134803
"397",2020,"CT","Grass",0.0809432245333333,0.0413794165038456
"398",2020,"CT","Lichen",0.0760497018666667,0.0529694112250513
"399",2020,"CT","Litter",0.0510906678,0.0482158139135709
"400",2020,"CT","Moss",0.1209958332,0.0464935968469312
"401",2020,"CT","Sedge",0.136723778066667,0.0584051454743141
"402",2020,"F10","Deciduous shrubs",0.4696479836,0.0763623236726063
"403",2020,"F10","Evergreen shrubs",0.0203728952,0.0161258468369414
"404",2020,"F10","Forb",0.191279576466667,0.110319205699512
"405",2020,"F10","Grass",0.131424756733333,0.0121331066677641
"406",2020,"F10","Litter",0.0953355542,0.0462070956350021
"407",2020,"F10","Moss",0.0019369637,0.000841007208277801
"408",2020,"F10","Sedge",0.0695386363333333,0.0406812684538484
"409",2020,"F10","Standing dead",0.0266648439333333,0.0292774360125928
"410",2020,"F2","Deciduous shrubs",0.229518816466667,0.0957138769302668
"411",2020,"F2","Evergreen shrubs",0.3487760414,0.0585992643290213
"412",2020,"F2","Forb",0.1262158936,0.0860003879076405
"413",2020,"F2","Grass",0.113353396866667,0.0651747098741009
"414",2020,"F2","Lichen",0.0396889181333333,0.0214705912913268
"415",2020,"F2","Litter",0.0335774055333333,0.0228294978494669
"416",2020,"F2","Moss",0.0260574014,0.0276736626616006
"417",2020,"F2","Sedge",0.0828121264,0.0375317812740105
"418",2020,"F5","Bare ground",0.0051282052,NA
"419",2020,"F5","Deciduous shrubs",0.267476757066667,0.0785250153010085
"420",2020,"F5","Evergreen shrubs",0.292043054133333,0.119917991261562
"421",2020,"F5","Forb",0.1285971182,0.105718245851512
"422",2020,"F5","Grass",0.1174821142,0.0311604343584284
"423",2020,"F5","Lichen",0.0071687072,0.0075899504046534
"424",2020,"F5","Litter",0.0620056412666667,0.0288489297228007
"425",2020,"F5","Moss",0.009978641,0.00571081304530458
"426",2020,"F5","Sedge",0.113008426266667,0.0554273708098214
"427",2020,"F5","Standing dead",0.008759124,NA
"428",2021,"CT","Bare ground",0.0250173765416667,0.0372234261708935
"429",2021,"CT","Deciduous shrubs",0.230051873125,0.0302039875955193
"430",2021,"CT","Evergreen shrubs",0.247130854458333,0.0482412047299701
"431",2021,"CT","Forb",0.0419998717083333,0.0428349309784691
"432",2021,"CT","Grass",0.0652254684583333,0.0230645886579888
"433",2021,"CT","Lichen",0.0199452962916667,0.0186057956512845
"434",2021,"CT","Litter",0.123157422041667,0.0497431317999489
"435",2021,"CT","Moss",0.0782054667083333,0.0277316894854905
"436",2021,"CT","Sedge",0.148747811208333,0.0621702180879188
"437",2021,"CT","Standing dead",0.0205185595,0.00860158379818426
"438",2021,"F10","Bare ground",0.00373438091666667,0.00379830137465157
"439",2021,"F10","Deciduous shrubs",0.592952272041667,0.0298738054940848
"440",2021,"F10","Evergreen shrubs",0.0203117770416667,0.00324010493453195
"441",2021,"F10","Forb",0.139852040625,0.0861363312159116
"442",2021,"F10","Grass",0.0796390622916667,0.0160915484565684
"443",2021,"F10","Lichen",0.0014453475,0.00204034975141389
"444",2021,"F10","Litter",0.071274471375,0.0443435221171626
"445",2021,"F10","Moss",0.00383737475,0.0027309828028354
"446",2021,"F10","Sedge",0.0282597254583333,0.0265716396279116
"447",2021,"F10","Standing dead",0.0586935479583333,0.0478017494457664
"448",2021,"F2","Bare ground",0.00100064483333333,0.00148426155225263
"449",2021,"F2","Deciduous shrubs",0.228734283166667,0.124137162946463
"450",2021,"F2","Evergreen shrubs",0.342593113041667,0.0433733601506409
"451",2021,"F2","Forb",0.121248021791667,0.0704738306158172
"452",2021,"F2","Grass",0.0769589552083333,0.0260845182601469
"453",2021,"F2","Lichen",0.008669718,0.00749437389947039
"454",2021,"F2","Litter",0.112422757416667,0.0420826286624667
"455",2021,"F2","Moss",0.0187359045416667,0.0154846503081667
"456",2021,"F2","Sedge",0.0796941795833333,0.0575323180229144
"457",2021,"F2","Standing dead",0.0099424225,0.00282532578283204
"458",2021,"F5","Bare ground",0.00138228683333333,0.00215119383158124
"459",2021,"F5","Deciduous shrubs",0.317534228583333,0.0560560395472012
"460",2021,"F5","Evergreen shrubs",0.272136265666667,0.1222918700456
"461",2021,"F5","Forb",0.099964947625,0.0872721262116951
"462",2021,"F5","Grass",0.110036108083333,0.0527938195566054
"463",2021,"F5","Lichen",0.00182323566666667,0.00267288352976353
"464",2021,"F5","Litter",0.106176941083333,0.0214345800676539
"465",2021,"F5","Moss",0.00373249570833333,0.00434631414621439
"466",2021,"F5","Sedge",0.04935968875,0.0413923283611034
"467",2021,"F5","Standing dead",0.0378538020833333,0.0224003656245416
